1
1
3
3
6
6
10
10
15
14
21
18
28
23
36
28
45
33
55
39
66
44
78
50
91
55
105
61
120
66
136
72
153
77
171
82
190
88
210
93
231
98
253
103
276
109
300
114
325
119
351
124
378
129
406
135
435
140
465
145
496
150
528
155
561
161
595
166
630
172
666
177
703
182
741
188
780
193
820
198
861
204
903
209
946
215
990
220
1035
225
1081
231
1128
236
1176
241
1225
247
1275
252
1326
257
1378
263
1431
268
1485
273
1540
278
1596
284
1653
289
1711
294
1770
299
1830
305
1891
310
1953
315
2016
320
2080
326
2145
331
2211
336
2278
341
2346
347
2415
352
2485
357
2556
362
2628
368
2701
373
2775
378
2850
383
2926
389
3003
394
3081
399
3160
405
3240
410
3321
415
3403
421
3486
426
3570
431
3655
437
3741
442
3828
447
3916
453
4005
458
4095
463
4186
469
4278
474
4371
479
4465
485
4560
490
4656
495
4753
501
4851
506
